emotion,emotion_score
"['neutral', 'surprise', 'joy', 'surprise', 'neutral', 'neutral', 'neutral', 'joy', 'joy', 'joy', 'neutral', 'joy', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust']","[0.6605653762817383, 0.20972242951393127, 0.11270084232091904, 0.5021214485168457, 0.3391460180282593, 0.9302922487258911, 0.7057368159294128, 0.2124832719564438, 0.9590883851051331, 0.6869688630104065, 0.2441510707139969, 0.6826135516166687, 0.24855294823646545, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['surprise', 'neutral', 'neutral', 'joy', 'disgust', 'neutral', 'neutral', 'joy', 'neutral', 'neutral', 'neutral', 'surprise', 'joy', 'neutral', 'neutral', 'joy']","[0.7575218677520752, 0.1966627538204193, 0.5025842189788818, 0.3898135721683502, 0.508977472782135, 0.3795354962348938, 0.7119913697242737, 0.24037283658981323, 0.8647387027740479, 0.7631186842918396, 0.4833926260471344, 0.28031301498413086, 0.820681631565094, 0.14399655163288116, 0.867385983467102, 0.8963115811347961]"
"['joy', 'neutral', 'joy', 'neutral', 'joy', 'disgust', 'neutral', 'joy', 'neutral', 'fear', 'joy', 'joy', 'neutral', 'sadness', 'surprise', 'neutral', 'joy', 'surprise', 'neutral', 'fear', 'neutral', 'joy', 'joy', 'neutral', 'neutral', 'surprise', 'joy', 'joy', 'neutral', 'sadness', 'disgust']","[0.8581170439720154, 0.1046917513012886, 0.9184940457344055, 0.4232187867164612, 0.3724440038204193, 0.1509448140859604, 0.5524915456771851, 0.39365947246551514, 0.42765432596206665, 0.24405543506145477, 0.111173614859581, 0.8620962500572205, 0.5659812092781067, 0.21415632963180542, 0.1347731500864029, 0.7586982846260071, 0.1750219613313675, 0.43650949001312256, 0.24868358671665192, 0.17858730256557465, 0.7984246611595154, 0.16555772721767426, 0.7842792272567749, 0.1618058830499649, 0.6342571973800659, 0.16405470669269562, 0.10657461732625961, 0.9855489134788513, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['surprise', 'neutral', 'neutral', 'fear', 'neutral', 'neutral', 'sadness', 'neutral', 'neutral', 'joy', 'neutral', 'neutral', 'neutral', 'sadness', 'disgust']","[0.8158023357391357, 0.1391543596982956, 0.7098178863525391, 0.10181885212659836, 0.8847530484199524, 0.8220651149749756, 0.6842518448829651, 0.2429688572883606, 0.9110665321350098, 0.5293300151824951, 0.32608330249786377, 0.9541280269622803, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'neutral', 'neutral', 'neutral', 'disgust', 'neutral', 'sadness', 'disgust']","[0.888924777507782, 0.8891416788101196, 0.8387361764907837, 0.9095473885536194, 0.9766337275505066, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'joy', 'joy', 'surprise', 'neutral', 'joy', 'surprise', 'joy', 'neutral', 'joy', 'joy', 'neutral', 'neutral', 'joy', 'neutral', 'disgust', 'neutral', 'neutral', 'sadness', 'disgust']","[0.8689093589782715, 0.9590653777122498, 0.8537799119949341, 0.10251107066869736, 0.9311732053756714, 0.6510636210441589, 0.30796918272972107, 0.5286533236503601, 0.3711617887020111, 0.928877592086792, 0.7594776153564453, 0.1813904345035553, 0.8855633735656738, 0.4285365045070648, 0.40423983335494995, 0.13513663411140442, 0.9261809587478638, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'neutral', 'neutral', 'joy', 'surprise', 'neutral', 'neutral', 'sadness', 'anger', 'neutral', 'sadness', 'disgust']","[0.8764821290969849, 0.8867740035057068, 0.6911019682884216, 0.178592249751091, 0.10464173555374146, 0.9704775214195251, 0.6288161873817444, 0.14091309905052185, 0.10678543150424957, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'neutral', 'joy', 'neutral', 'neutral', 'surprise', 'joy', 'sadness', 'neutral', 'neutral', 'anger', 'disgust', 'neutral', 'neutral', 'neutral', 'surprise', 'neutral', 'neutral', 'joy', 'neutral', 'joy', 'joy', 'neutral', 'surprise', 'disgust', 'joy', 'joy', 'neutral', 'joy', 'neutral', 'neutral', 'sadness', 'disgust']","[0.8131704926490784, 0.8828827738761902, 0.6976809501647949, 0.2395465224981308, 0.764175295829773, 0.1042441576719284, 0.3683732748031616, 0.2536912262439728, 0.22008579969406128, 0.7122387886047363, 0.6393939852714539, 0.21455341577529907, 0.12617802619934082, 0.9351703524589539, 0.6718993186950684, 0.2730156183242798, 0.8293046355247498, 0.7629753947257996, 0.18695466220378876, 0.4750497341156006, 0.35264208912849426, 0.8376376032829285, 0.6480859518051147, 0.15702784061431885, 0.10682523995637894, 0.9856945872306824, 0.7320587038993835, 0.23789244890213013, 0.9581738710403442, 0.7411440014839172, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'surprise', 'anger', 'anger', 'sadness', 'neutral', 'sadness', 'anger', 'surprise', 'neutral', 'surprise', 'joy', 'surprise', 'neutral', 'neutral', 'anger', 'neutral', 'disgust', 'surprise', 'neutral', 'surprise', 'joy', 'neutral', 'neutral', 'surprise', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'surprise', 'neutral', 'neutral', 'sadness', 'anger', 'disgust', 'neutral', 'anger', 'anger', 'disgust', 'neutral', 'surprise', 'neutral', 'neutral', 'sadness', 'disgust']","[0.6730362176895142, 0.286161333322525, 0.8564078211784363, 0.812727153301239, 0.11132059246301651, 0.36944305896759033, 0.2471497356891632, 0.13909679651260376, 0.13894625008106232, 0.7627373933792114, 0.14022178947925568, 0.4883427321910858, 0.24148185551166534, 0.19687390327453613, 0.8181104063987732, 0.4908847510814667, 0.21594606339931488, 0.18007706105709076, 0.9133142828941345, 0.8731423020362854, 0.7874768972396851, 0.5567790269851685, 0.3871857225894928, 0.5547436475753784, 0.4032749533653259, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.7801783084869385, 0.10713475197553635, 0.8043642640113831, 0.653367817401886, 0.1245994046330452, 0.6046449542045593, 0.16878476738929749, 0.11743427813053131, 0.8976885676383972, 0.8789645433425903, 0.8883907794952393, 0.5246651768684387, 0.40573200583457947, 0.957923412322998, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'surprise', 'neutral', 'anger', 'sadness', 'joy', 'neutral', 'surprise', 'disgust', 'surprise', 'neutral', 'sadness', 'neutral', 'neutral', 'sadness', 'disgust']","[0.7089007496833801, 0.17456793785095215, 0.5954920053482056, 0.1345895379781723, 0.11330079287290573, 0.44064590334892273, 0.23365667462348938, 0.1580398827791214, 0.10424847155809402, 0.7292733788490295, 0.1365947723388672, 0.5834702849388123, 0.3115634024143219, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'surprise', 'neutral', 'sadness', 'disgust', 'joy', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'joy', 'surprise', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'surprise', 'neutral', 'anger']","[0.8477727770805359, 0.12018012255430222, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.6932968497276306, 0.2483375072479248, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.4609220623970032, 0.33317476511001587, 0.13155503571033478, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.42362743616104126, 0.2798362672328949, 0.11802340298891068]"
"['joy', 'surprise', 'neutral', 'neutral', 'neutral', 'sadness', 'anger', 'joy', 'neutral', 'sadness', 'disgust']","[0.6098079085350037, 0.26375263929367065, 0.11131877452135086, 0.8781821727752686, 0.8042885661125183, 0.11050765216350555, 0.7848901748657227, 0.1664283126592636, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['disgust', 'surprise', 'neutral', 'neutral', 'joy', 'surprise', 'neutral', 'joy', 'surprise', 'surprise', 'neutral', 'anger', 'surprise', 'neutral', 'fear', 'neutral', 'surprise', 'neutral', 'sadness', 'anger', 'neutral', 'disgust']","[0.9094119071960449, 0.745233952999115, 0.1281863898038864, 0.5518773198127747, 0.3208412528038025, 0.10493062436580658, 0.5061248540878296, 0.4300018548965454, 0.9092047214508057, 0.5658950805664062, 0.17304770648479462, 0.14518672227859497, 0.5327535271644592, 0.3315778970718384, 0.7557592988014221, 0.1433887630701065, 0.5215751528739929, 0.21174994111061096, 0.17037127912044525, 0.657858669757843, 0.1237485259771347, 0.1185622438788414]"
"['neutral', 'surprise', 'disgust', 'neutral', 'neutral', 'surprise', 'neutral', 'sadness', 'surprise', 'neutral', 'surprise', 'neutral', 'joy', 'surprise', 'anger', 'neutral', 'sadness', 'disgust']","[0.6551944613456726, 0.2637411653995514, 0.45057350397109985, 0.3654126524925232, 0.91405189037323, 0.9171211123466492, 0.5362477898597717, 0.21783478558063507, 0.19426117837429047, 0.576805055141449, 0.17077575623989105, 0.5161373019218445, 0.3053663372993469, 0.10974801331758499, 0.9091336727142334, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['sadness', 'sadness', 'anger', 'disgust', 'disgust', 'sadness', 'anger', 'neutral', 'neutral', 'disgust', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'disgust', 'neutral', 'neutral', 'joy', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'joy', 'neutral', 'neutral', 'joy', 'neutral', 'surprise', 'neutral', 'joy', 'neutral', 'joy', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'neutral', 'sadness', 'disgust']","[0.8020384311676025, 0.4028951823711395, 0.30573710799217224, 0.22328734397888184, 0.35538849234580994, 0.31734442710876465, 0.18388117849826813, 0.12100281566381454, 0.5759013891220093, 0.3216352164745331, 0.9285321235656738, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.7340024709701538, 0.14446106553077698, 0.48466697335243225, 0.27620407938957214, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.736912190914154, 0.21628014743328094, 0.7672339081764221, 0.16722989082336426, 0.6661566495895386, 0.20610037446022034, 0.9034414291381836, 0.9943169951438904, 0.746987521648407, 0.1942804902791977, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.871506929397583, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'joy', 'surprise', 'neutral', 'disgust', 'disgust', 'neutral', 'neutral', 'neutral', 'sadness', 'joy', 'neutral', 'sadness', 'disgust']","[0.6556568145751953, 0.18575771152973175, 0.6980786919593811, 0.15030257403850555, 0.9293737411499023, 0.6665011048316956, 0.2812461256980896, 0.9260500073432922, 0.9610554575920105, 0.7099405527114868, 0.23942364752292633, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'joy', 'surprise', 'neutral', 'surprise', 'sadness', 'neutral', 'joy', 'sadness', 'surprise', 'neutral', 'surprise', 'sadness', 'neutral', 'surprise', 'sadness', 'sadness', 'anger', 'neutral', 'fear']","[0.5485917925834656, 0.29858165979385376, 0.12489324063062668, 0.3908097743988037, 0.2173328548669815, 0.11718792468309402, 0.7332415580749512, 0.18142259120941162, 0.5693791508674622, 0.33256128430366516, 0.4100239872932434, 0.33375978469848633, 0.1661333441734314, 0.5296514630317688, 0.30765968561172485, 0.10111884772777557, 0.5170977711677551, 0.18316462635993958, 0.17252704501152039, 0.920566201210022]"
"['neutral', 'surprise', 'fear', 'fear', 'surprise', 'neutral', 'fear', 'neutral', 'neutral', 'joy', 'joy', 'neutral', 'neutral', 'neutral', 'joy', 'neutral', 'sadness', 'disgust']","[0.6979665160179138, 0.11593928933143616, 0.10115934163331985, 0.7865433096885681, 0.1237090453505516, 0.679345965385437, 0.18788956105709076, 0.8512467741966248, 0.6969797611236572, 0.2074528932571411, 0.8648245334625244, 0.8815922141075134, 0.85005122423172, 0.8923547267913818, 0.9590443968772888, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'sadness', 'neutral', 'anger', 'sadness', 'sadness', 'neutral', 'sadness', 'disgust']","[0.8660392761230469, 0.957491934299469, 0.6894661784172058, 0.151983842253685, 0.10303045809268951, 0.904502272605896, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'anger', 'disgust', 'neutral', 'anger', 'disgust', 'anger', 'neutral', 'neutral', 'sadness', 'disgust']","[0.46457362174987793, 0.2562270164489746, 0.20378287136554718, 0.3654538094997406, 0.31354430317878723, 0.23327410221099854, 0.9517924189567566, 0.9246191382408142, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['surprise', 'neutral', 'joy', 'joy', 'neutral']","[0.3541499972343445, 0.32289615273475647, 0.2392849326133728, 0.7053036689758301, 0.24384726583957672]"
"['neutral', 'joy', 'surprise', 'neutral', 'joy', 'disgust', 'neutral', 'joy', 'neutral', 'surprise', 'sadness', 'joy', 'neutral', 'joy', 'neutral', 'sadness', 'disgust']","[0.7434221506118774, 0.1290016919374466, 0.10076317191123962, 0.5040209889411926, 0.24384523928165436, 0.17702175676822662, 0.9252517223358154, 0.95960932970047, 0.5693859457969666, 0.21986308693885803, 0.16512851417064667, 0.9133875370025635, 0.6513924598693848, 0.17130599915981293, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['disgust', 'disgust', 'neutral', 'disgust', 'neutral', 'sadness', 'disgust']","[0.9577904939651489, 0.4821888208389282, 0.44885027408599854, 0.9865183234214783, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'surprise', 'neutral', 'joy', 'joy', 'neutral', 'neutral', 'joy', 'neutral', 'disgust', 'neutral', 'joy', 'surprise', 'neutral', 'surprise', 'joy', 'neutral', 'neutral', 'sadness', 'disgust']","[0.6658934950828552, 0.2633020877838135, 0.5513503551483154, 0.4005262851715088, 0.5820604562759399, 0.37873390316963196, 0.7963843941688538, 0.11224781721830368, 0.6107502579689026, 0.30868592858314514, 0.58302241563797, 0.2209969311952591, 0.16515035927295685, 0.8186510801315308, 0.1388883888721466, 0.8780298829078674, 0.8999812006950378, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['surprise', 'neutral', 'joy', 'joy', 'neutral', 'joy', 'neutral', 'disgust', 'fear', 'surprise', 'surprise', 'neutral', 'surprise', 'fear', 'surprise', 'joy', 'joy', 'neutral', 'neutral', 'neutral', 'joy', 'joy', 'neutral', 'surprise', 'surprise', 'neutral', 'neutral', 'anger', 'disgust', 'neutral', 'joy', 'surprise', 'neutral', 'joy', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'sadness', 'neutral', 'disgust', 'neutral', 'sadness', 'disgust']","[0.32990214228630066, 0.30632224678993225, 0.30461424589157104, 0.6962037086486816, 0.20412665605545044, 0.381835013628006, 0.21511012315750122, 0.14007042348384857, 0.13109543919563293, 0.11720117181539536, 0.7958757281303406, 0.11581803858280182, 0.7088232040405273, 0.16437028348445892, 0.5134385824203491, 0.4244421124458313, 0.7446925044059753, 0.21123529970645905, 0.8299089670181274, 0.8137623071670532, 0.12562283873558044, 0.5958691835403442, 0.2668459713459015, 0.11392775177955627, 0.8338767886161804, 0.10638647526502609, 0.6891745328903198, 0.133042573928833, 0.11882207542657852, 0.5828351974487305, 0.3075163960456848, 0.8630397319793701, 0.7003026604652405, 0.19723215699195862, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.35758548974990845, 0.3447921872138977, 0.22598861157894135, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['joy', 'disgust', 'fear', 'anger', 'anger', 'neutral', 'disgust', 'fear', 'disgust', 'anger', 'neutral', 'joy', 'neutral', 'disgust', 'anger', 'joy', 'neutral', 'surprise', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'neutral', 'sadness', 'disgust']","[0.7206311821937561, 0.15876196324825287, 0.9916595816612244, 0.869654655456543, 0.451297789812088, 0.2754532992839813, 0.2501280605792999, 0.41807788610458374, 0.3447977304458618, 0.10632646083831787, 0.5296391248703003, 0.3951875865459442, 0.43709251284599304, 0.26683419942855835, 0.1506117433309555, 0.10190298408269882, 0.7037994265556335, 0.17022420465946198, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.8378423452377319, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.8068616986274719, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'neutral', 'sadness', 'fear', 'disgust', 'fear', 'disgust', 'neutral', 'anger', 'surprise', 'disgust', 'anger', 'surprise', 'disgust', 'neutral', 'surprise', 'neutral', 'surprise', 'neutral', 'joy', 'fear', 'neutral', 'sadness', 'neutral', 'neutral', 'sadness', 'disgust']","[0.6618586182594299, 0.41628849506378174, 0.3764268755912781, 0.10268682986497879, 0.5791786909103394, 0.36467796564102173, 0.3443063497543335, 0.27065104246139526, 0.2470725178718567, 0.10729936510324478, 0.8030966520309448, 0.15698111057281494, 0.8853818774223328, 0.488388329744339, 0.3481600880622864, 0.10507351160049438, 0.9079731702804565, 0.9827579855918884, 0.4876247048377991, 0.1854483038187027, 0.15941442549228668, 0.6028986573219299, 0.2525348663330078, 0.9077324867248535, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['joy', 'neutral', 'joy', 'neutral', 'surprise', 'neutral', 'joy', 'surprise', 'disgust', 'fear', 'neutral', 'surprise', 'disgust', 'neutral', 'surprise', 'joy', 'neutral', 'joy', 'neutral', 'surprise', 'joy', 'neutral', 'neutral', 'surprise', 'joy', 'neutral', 'neutral', 'surprise', 'joy', 'sadness', 'anger', 'neutral', 'joy', 'sadness', 'neutral', 'sadness', 'disgust']","[0.7913811206817627, 0.11658625304698944, 0.4105079770088196, 0.3774360716342926, 0.16808319091796875, 0.6849428415298462, 0.18350711464881897, 0.10216664522886276, 0.46767324209213257, 0.18223941326141357, 0.13864083588123322, 0.13161827623844147, 0.37766507267951965, 0.34501001238822937, 0.14191097021102905, 0.7833837270736694, 0.1626175045967102, 0.4275912642478943, 0.30050307512283325, 0.24483807384967804, 0.7607807517051697, 0.14337264001369476, 0.54217529296875, 0.26828551292419434, 0.6313254237174988, 0.30736157298088074, 0.6024425625801086, 0.15538711845874786, 0.1440669149160385, 0.4429103136062622, 0.22659936547279358, 0.8798672556877136, 0.6383126378059387, 0.2630912959575653, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
